;id;dish_id;sale_id;quantity
14743;9488;57;4744;1
14744;9489;55;4745;3
4744;9490;36;4745;2
14745;9491;43;4746;2
4745;9492;26;4746;3
14746;9493;17;4747;1
4746;9494;4;4747;3
14747;9495;18;4748;3
4747;9496;58;4748;3
14748;9497;64;4749;3
4748;9498;55;4749;3
14749;9499;7;4750;3
4749;9500;33;4750;1
14750;9501;49;4751;3
4750;9502;10;4751;3
14751;9503;4;4752;2
4751;9504;61;4752;1
14752;9505;19;4753;2
4752;9506;68;4753;2
14753;9507;1;4754;3
4753;9508;17;4754;2
14754;9509;18;4755;1
4754;9510;38;4755;1
4755;9511;3;4756;3
14755;9512;33;4756;2
4756;9513;54;4757;3
14756;9514;55;4757;1
4757;9515;16;4758;2
14757;9516;5;4758;3
4758;9517;14;4759;3
14758;9518;17;4759;2
4759;9519;66;4760;2
14759;9520;69;4760;2
4760;9521;12;4761;2
14760;9522;62;4761;3
4761;9523;52;4762;3
14761;9524;28;4762;2
4762;9525;46;4763;2
14762;9526;46;4763;3
4763;9527;32;4764;1
14763;9528;27;4764;3
4764;9529;51;4765;3
14764;9530;41;4765;1
4765;9531;52;4766;3
14765;9532;20;4766;2
4766;9533;48;4767;2
14766;9534;22;4767;2
4767;9535;58;4768;3
14767;9536;63;4768;1
14768;9537;21;4769;3
4768;9538;61;4769;1
14769;9539;3;4770;2
4769;9540;3;4770;2
4770;9541;30;4771;3
14770;9542;25;4771;1
14771;9543;61;4772;3
4771;9544;47;4772;2
4772;9545;41;4773;1
14772;9546;64;4773;2
14773;9547;2;4774;2
4773;9548;50;4774;3
4774;9549;56;4775;2
14774;9550;55;4775;1
4775;9551;2;4776;2
14775;9552;48;4776;1
14776;9553;58;4777;2
4776;9554;10;4777;2
14777;9555;6;4778;1
4777;9556;6;4778;3
4778;9557;57;4779;3
14778;9558;29;4779;3
14779;9559;51;4780;1
4779;9560;28;4780;3
14780;9561;39;4781;1
4780;9562;23;4781;3
4781;9563;3;4782;2
14781;9564;9;4782;3
4782;9565;35;4783;2
14782;9566;14;4783;2
14783;9567;7;4784;2
4783;9568;67;4784;3
4784;9569;17;4785;3
14784;9570;60;4785;2
4785;9571;16;4786;2
14785;9572;52;4786;1
4786;9573;51;4787;3
14786;9574;39;4787;1
14787;9575;19;4788;3
4787;9576;14;4788;3
14788;9577;7;4789;1
4788;9578;41;4789;1
14789;9579;47;4790;3
4789;9580;25;4790;1
14790;9581;41;4791;1
4790;9582;65;4791;2
14791;9583;55;4792;2
4791;9584;35;4792;2
14792;9585;44;4793;3
4792;9586;35;4793;2
14793;9587;26;4794;3
4793;9588;71;4794;2
14794;9589;53;4795;3
4794;9590;61;4795;2
14795;9591;16;4796;1
4795;9592;52;4796;3
14796;9593;60;4797;1
4796;9594;39;4797;3
14797;9595;23;4798;2
4797;9596;8;4798;1
14798;9597;10;4799;1
4798;9598;45;4799;1
14799;9599;26;4800;2
4799;9600;12;4800;3
14800;9601;25;4801;3
4800;9602;31;4801;1
14801;9603;15;4802;1
4801;9604;15;4802;3
14802;9605;32;4803;3
4802;9606;53;4803;2
4803;9607;9;4804;2
14803;9608;60;4804;3
14804;9609;5;4805;2
4804;9610;26;4805;3
14805;9611;29;4806;1
4805;9612;62;4806;3
14806;9613;39;4807;2
4806;9614;34;4807;2
14807;9615;51;4808;3
4807;9616;48;4808;1
14808;9617;36;4809;3
4808;9618;62;4809;2
14809;9619;37;4810;1
4809;9620;14;4810;1
4810;9621;55;4811;3
14810;9622;16;4811;1
4811;9623;63;4812;1
14811;9624;51;4812;1
4812;9625;43;4813;3
14812;9626;56;4813;1
4813;9627;24;4814;2
14813;9628;4;4814;1
4814;9629;38;4815;3
14814;9630;12;4815;3
4815;9631;13;4816;1
14815;9632;59;4816;2
4816;9633;45;4817;3
14816;9634;30;4817;3
14817;9635;4;4818;3
4817;9636;18;4818;2
14818;9637;22;4819;2
4818;9638;35;4819;3
14819;9639;34;4820;3
4819;9640;14;4820;2
14820;9641;7;4821;2
4820;9642;18;4821;3
14821;9643;28;4822;2
4821;9644;29;4822;1
14822;9645;24;4823;1
4822;9646;64;4823;3
14823;9647;47;4824;3
4823;9648;64;4824;2
14824;9649;27;4825;3
4824;9650;26;4825;1
14825;9651;20;4826;2
4825;9652;18;4826;2
14826;9653;48;4827;3
4826;9654;10;4827;3
14827;9655;28;4828;1
4827;9656;2;4828;2
14828;9657;70;4829;2
4828;9658;44;4829;3
14829;9659;49;4830;1
4829;9660;43;4830;1
4830;9661;16;4831;2
14830;9662;52;4831;2
4831;9663;57;4832;2
14831;9664;66;4832;2
4832;9665;50;4833;3
14832;9666;24;4833;3
4833;9667;61;4834;2
14833;9668;41;4834;2
4834;9669;7;4835;1
14834;9670;4;4835;3
14835;9671;19;4836;3
4835;9672;39;4836;2
14836;9673;29;4837;3
4836;9674;66;4837;2
14837;9675;34;4838;3
4837;9676;36;4838;3
4838;9677;10;4839;3
14838;9678;2;4839;1
4839;9679;16;4840;1
14839;9680;27;4840;2
4840;9681;23;4841;3
14840;9682;68;4841;1
14841;9683;67;4842;3
4841;9684;1;4842;3
14842;9685;61;4843;2
4842;9686;55;4843;3
14843;9687;63;4844;1
4843;9688;42;4844;3
4844;9689;32;4845;1
14844;9690;36;4845;3
4845;9691;14;4846;3
14845;9692;71;4846;3
4846;9693;71;4847;1
14846;9694;29;4847;2
4847;9695;11;4848;1
14847;9696;29;4848;3
4848;9697;48;4849;1
14848;9698;32;4849;1
4849;9699;42;4850;3
14849;9700;46;4850;3
14850;9701;4;4851;1
4850;9702;36;4851;2
14851;9703;1;4852;2
4851;9704;41;4852;2
14852;9705;20;4853;3
4852;9706;52;4853;2
14853;9707;29;4854;3
4853;9708;41;4854;1
14854;9709;59;4855;1
4854;9710;32;4855;2
14855;9711;69;4856;3
4855;9712;11;4856;3
14856;9713;45;4857;1
4856;9714;2;4857;1
14857;9715;15;4858;3
4857;9716;47;4858;1
4858;9717;63;4859;1
14858;9718;10;4859;1
4859;9719;19;4860;2
14859;9720;26;4860;1
14860;9721;25;4861;2
4860;9722;24;4861;2
4861;9723;44;4862;1
14861;9724;14;4862;3
4862;9725;44;4863;3
14862;9726;63;4863;2
4863;9727;59;4864;2
14863;9728;68;4864;1
14864;9729;62;4865;1
4864;9730;35;4865;2
14865;9731;13;4866;2
4865;9732;23;4866;1
14866;9733;66;4867;1
4866;9734;48;4867;3
14867;9735;1;4868;3
4867;9736;22;4868;3
14868;9737;14;4869;1
4868;9738;54;4869;3
14869;9739;45;4870;3
4869;9740;48;4870;2
14870;9741;53;4871;1
4870;9742;35;4871;3
14871;9743;42;4872;1
4871;9744;21;4872;3
14872;9745;57;4873;1
4872;9746;43;4873;2
14873;9747;36;4874;3
4873;9748;68;4874;1
4874;9749;40;4875;1
14874;9750;51;4875;3
14875;9751;29;4876;1
4875;9752;27;4876;1
14876;9753;45;4877;3
4876;9754;7;4877;2
14877;9755;42;4878;2
4877;9756;38;4878;1
4878;9757;25;4879;2
14878;9758;24;4879;3
4879;9759;65;4880;3
14879;9760;8;4880;3
4880;9761;10;4881;2
14880;9762;42;4881;2
14881;9763;25;4882;1
4881;9764;64;4882;1
14882;9765;70;4883;3
4882;9766;53;4883;2
14883;9767;24;4884;1
4883;9768;61;4884;1
14884;9769;58;4885;3
4884;9770;23;4885;3
14885;9771;45;4886;3
4885;9772;15;4886;2
14886;9773;38;4887;1
4886;9774;23;4887;3
4887;9775;66;4888;2
14887;9776;48;4888;2
4888;9777;61;4889;2
14888;9778;71;4889;2
14889;9779;58;4890;2
4889;9780;24;4890;3
14890;9781;18;4891;1
4890;9782;22;4891;2
14891;9783;29;4892;2
4891;9784;67;4892;1
14892;9785;19;4893;3
4892;9786;18;4893;1
4893;9787;51;4894;2
14893;9788;17;4894;3
14894;9789;22;4895;2
4894;9790;52;4895;2
4895;9791;24;4896;2
14895;9792;64;4896;2
4896;9793;37;4897;1
14896;9794;48;4897;1
14897;9795;9;4898;3
4897;9796;33;4898;2
4898;9797;33;4899;2
14898;9798;67;4899;3
14899;9799;30;4900;2
4899;9800;68;4900;1
4900;9801;42;4901;2
14900;9802;68;4901;2
4901;9803;60;4902;2
14901;9804;33;4902;2
4902;9805;59;4903;3
14902;9806;50;4903;1
14903;9807;39;4904;3
4903;9808;62;4904;2
4904;9809;33;4905;1
14904;9810;36;4905;3
4905;9811;44;4906;2
14905;9812;21;4906;2
4906;9813;31;4907;3
14906;9814;23;4907;3
4907;9815;67;4908;3
14907;9816;45;4908;2
4908;9817;19;4909;2
14908;9818;26;4909;3
4909;9819;26;4910;3
14909;9820;29;4910;1
4910;9821;9;4911;3
14910;9822;46;4911;1
14911;9823;54;4912;1
4911;9824;15;4912;2
14912;9825;65;4913;1
4912;9826;42;4913;3
4913;9827;48;4914;3
14913;9828;34;4914;2
4914;9829;69;4915;2
14914;9830;21;4915;2
4915;9831;10;4916;2
14915;9832;48;4916;1
4916;9833;26;4917;3
14916;9834;43;4917;1
4917;9835;26;4918;2
14917;9836;61;4918;1
4918;9837;37;4919;2
14918;9838;32;4919;3
4919;9839;33;4920;3
14919;9840;25;4920;2
14920;9841;30;4921;1
4920;9842;17;4921;3
14921;9843;28;4922;3
4921;9844;52;4922;1
4922;9845;36;4923;1
14922;9846;11;4923;1
14923;9847;63;4924;1
4923;9848;66;4924;2
14924;9849;56;4925;3
4924;9850;19;4925;3
4925;9851;53;4926;1
14925;9852;67;4926;1
14926;9853;65;4927;2
4926;9854;64;4927;3
4927;9855;31;4928;1
14927;9856;28;4928;1
4928;9857;8;4929;1
14928;9858;70;4929;1
4929;9859;71;4930;1
14929;9860;45;4930;2
14930;9861;65;4931;3
4930;9862;10;4931;1
4931;9863;26;4932;2
14931;9864;51;4932;2
14932;9865;23;4933;3
4932;9866;52;4933;2
14933;9867;13;4934;1
4933;9868;9;4934;2
14934;9869;20;4935;3
4934;9870;18;4935;1
4935;9871;20;4936;3
14935;9872;4;4936;2
4936;9873;66;4937;1
14936;9874;30;4937;1
14937;9875;44;4938;1
4937;9876;17;4938;3
14938;9877;50;4939;3
4938;9878;8;4939;2
14939;9879;11;4940;2
4939;9880;7;4940;2
14940;9881;13;4941;1
4940;9882;37;4941;2
14941;9883;5;4942;3
4941;9884;60;4942;1
14942;9885;25;4943;2
4942;9886;20;4943;3
14943;9887;47;4944;2
4943;9888;8;4944;3
14944;9889;9;4945;2
4944;9890;29;4945;2
14945;9891;10;4946;3
4945;9892;33;4946;1
14946;9893;61;4947;2
4946;9894;63;4947;3
14947;9895;57;4948;3
4947;9896;31;4948;3
4948;9897;55;4949;1
14948;9898;55;4949;1
14949;9899;43;4950;1
4949;9900;14;4950;2
14950;9901;45;4951;3
4950;9902;12;4951;3
14951;9903;11;4952;2
4951;9904;28;4952;2
4952;9905;13;4953;2
14952;9906;31;4953;2
4953;9907;38;4954;1
14953;9908;5;4954;2
14954;9909;58;4955;3
4954;9910;58;4955;3
4955;9911;34;4956;1
14955;9912;60;4956;2
4956;9913;61;4957;2
14956;9914;46;4957;3
4957;9915;5;4958;3
14957;9916;61;4958;1
4958;9917;32;4959;2
14958;9918;31;4959;1
14959;9919;59;4960;2
4959;9920;32;4960;2
4960;9921;28;4961;2
14960;9922;48;4961;2
4961;9923;52;4962;1
14961;9924;15;4962;1
4962;9925;39;4963;3
14962;9926;39;4963;3
4963;9927;36;4964;1
14963;9928;71;4964;3
4964;9929;50;4965;2
14964;9930;11;4965;1
4965;9931;37;4966;2
14965;9932;57;4966;2
14966;9933;36;4967;2
4966;9934;36;4967;3
4967;9935;49;4968;2
14967;9936;21;4968;2
4968;9937;60;4969;3
14968;9938;41;4969;2
4969;9939;40;4970;1
14969;9940;9;4970;2
4970;9941;45;4971;3
14970;9942;45;4971;2
4971;9943;44;4972;3
14971;9944;45;4972;3
14972;9945;36;4973;2
4972;9946;1;4973;2
14973;9947;16;4974;1
4973;9948;35;4974;2
14974;9949;49;4975;3
4974;9950;71;4975;2
14975;9951;35;4976;2
4975;9952;40;4976;1
14976;9953;6;4977;2
4976;9954;28;4977;2
4977;9955;19;4978;1
14977;9956;42;4978;1
14978;9957;49;4979;2
4978;9958;53;4979;1
14979;9959;24;4980;1
4979;9960;39;4980;1
14980;9961;1;4981;2
4980;9962;68;4981;2
14981;9963;50;4982;1
4981;9964;11;4982;2
14982;9965;64;4983;1
4982;9966;39;4983;3
14983;9967;36;4984;2
4983;9968;47;4984;2
4984;9969;40;4985;2
14984;9970;32;4985;1
14985;9971;1;4986;1
4985;9972;29;4986;2
4986;9973;22;4987;3
14986;9974;23;4987;2
4987;9975;69;4988;2
14987;9976;39;4988;1
4988;9977;15;4989;3
14988;9978;54;4989;1
14989;9979;7;4990;2
4989;9980;2;4990;2
14990;9981;71;4991;2
4990;9982;34;4991;1
4991;9983;18;4992;1
14991;9984;24;4992;2
14992;9985;9;4993;1
4992;9986;31;4993;3
4993;9987;61;4994;1
14993;9988;44;4994;1
4994;9989;57;4995;2
14994;9990;63;4995;2
4995;9991;26;4996;2
14995;9992;60;4996;2
4996;9993;38;4997;3
14996;9994;60;4997;3
4997;9995;31;4998;2
14997;9996;42;4998;2
14998;9997;14;4999;1
4998;9998;39;4999;1
4999;9999;4;5000;2
14999;10000;70;5000;2
5000;10001;32;5001;2
15000;10002;53;5001;1
5001;10003;66;5002;3
15001;10004;4;5002;2
5002;10005;30;5003;3
15002;10006;13;5003;2
5003;10007;42;5004;1
15003;10008;67;5004;3
15004;10009;10;5005;2
5004;10010;15;5005;2
5005;10011;58;5006;2
15005;10012;28;5006;2
15006;10013;71;5007;1
5006;10014;43;5007;1
15007;10015;23;5008;3
5007;10016;45;5008;3
15008;10017;71;5009;2
5008;10018;35;5009;2
5009;10019;29;5010;2
15009;10020;63;5010;2
5010;10021;50;5011;2
15010;10022;45;5011;2
15011;10023;46;5012;1
5011;10024;37;5012;2
15012;10025;49;5013;1
5012;10026;65;5013;3
5013;10027;54;5014;1
15013;10028;2;5014;3
5014;10029;29;5015;1
15014;10030;4;5015;3
5015;10031;6;5016;2
15015;10032;25;5016;2
5016;10033;34;5017;3
15016;10034;2;5017;2
5017;10035;66;5018;1
15017;10036;45;5018;2
15018;10037;60;5019;1
5018;10038;7;5019;2
5019;10039;50;5020;3
15019;10040;20;5020;2
5020;10041;2;5021;2
15020;10042;51;5021;3
5021;10043;54;5022;3
15021;10044;44;5022;1
5022;10045;22;5023;2
15022;10046;1;5023;2
5023;10047;58;5024;3
15023;10048;42;5024;3
5024;10049;32;5025;2
15024;10050;55;5025;1
5025;10051;21;5026;2
15025;10052;42;5026;3
5026;10053;61;5027;2
15026;10054;35;5027;3
5027;10055;22;5028;3
15027;10056;4;5028;2
15028;10057;71;5029;2
5028;10058;7;5029;1
5029;10059;20;5030;3
15029;10060;28;5030;3
15030;10061;11;5031;2
5030;10062;27;5031;1
15031;10063;41;5032;3
5031;10064;25;5032;1
15032;10065;11;5033;1
5032;10066;24;5033;2
15033;10067;61;5034;1
5033;10068;32;5034;3
15034;10069;56;5035;3
5034;10070;21;5035;1
15035;10071;33;5036;2
5035;10072;22;5036;2
15036;10073;36;5037;3
5036;10074;70;5037;3
15037;10075;44;5038;2
5037;10076;13;5038;3
15038;10077;69;5039;1
5038;10078;48;5039;3
15039;10079;66;5040;1
5039;10080;13;5040;2
15040;10081;41;5041;1
5040;10082;59;5041;3
15041;10083;46;5042;2
5041;10084;50;5042;2
15042;10085;37;5043;3
5042;10086;9;5043;2
15043;10087;58;5044;1
5043;10088;47;5044;3
15044;10089;14;5045;3
5044;10090;60;5045;1
15045;10091;11;5046;3
5045;10092;13;5046;1
15046;10093;59;5047;3
5046;10094;26;5047;3
15047;10095;5;5048;1
5047;10096;17;5048;1
5048;10097;62;5049;3
15048;10098;29;5049;3
15049;10099;34;5050;3
5049;10100;55;5050;2
15050;10101;30;5051;2
5050;10102;15;5051;3
15051;10103;34;5052;1
5051;10104;62;5052;1
15052;10105;53;5053;1
5052;10106;30;5053;1
15053;10107;41;5054;3
5053;10108;64;5054;3
5054;10109;46;5055;3
15054;10110;29;5055;1
15055;10111;12;5056;2
5055;10112;10;5056;1
5056;10113;67;5057;1
15056;10114;58;5057;2
5057;10115;61;5058;2
15057;10116;40;5058;2
5058;10117;52;5059;2
15058;10118;68;5059;2
15059;10119;39;5060;1
5059;10120;2;5060;2
15060;10121;7;5061;1
5060;10122;8;5061;1
15061;10123;49;5062;1
5061;10124;5;5062;2
15062;10125;47;5063;2
5062;10126;59;5063;1
15063;10127;14;5064;1
5063;10128;1;5064;1
15064;10129;54;5065;2
5064;10130;45;5065;1
15065;10131;68;5066;1
5065;10132;37;5066;1
5066;10133;28;5067;2
15066;10134;16;5067;2
5067;10135;53;5068;2
15067;10136;15;5068;3
5068;10137;45;5069;3
15068;10138;61;5069;3
5069;10139;61;5070;3
15069;10140;16;5070;2
5070;10141;6;5071;2
15070;10142;51;5071;3
5071;10143;49;5072;3
15071;10144;46;5072;2
5072;10145;3;5073;1
15072;10146;60;5073;2
5073;10147;52;5074;1
15073;10148;50;5074;3
5074;10149;31;5075;3
15074;10150;18;5075;2
15075;10151;43;5076;3
5075;10152;23;5076;1
15076;10153;60;5077;3
5076;10154;57;5077;1
5077;10155;50;5078;3
15077;10156;63;5078;3
5078;10157;38;5079;1
15078;10158;11;5079;3
15079;10159;58;5080;1
5079;10160;71;5080;3
5080;10161;25;5081;2
15080;10162;12;5081;3
5081;10163;44;5082;3
15081;10164;43;5082;1
5082;10165;11;5083;2
15082;10166;8;5083;2
15083;10167;13;5084;2
5083;10168;8;5084;3
15084;10169;33;5085;1
5084;10170;32;5085;1
15085;10171;21;5086;2
5085;10172;31;5086;1
5086;10173;38;5087;3
15086;10174;6;5087;1
15087;10175;18;5088;2
5087;10176;54;5088;1
5088;10177;37;5089;1
15088;10178;58;5089;3
15089;10179;66;5090;1
5089;10180;62;5090;2
5090;10181;57;5091;1
15090;10182;6;5091;1
15091;10183;39;5092;2
5091;10184;40;5092;3
5092;10185;56;5093;3
15092;10186;4;5093;2
15093;10187;27;5094;2
5093;10188;10;5094;2
5094;10189;7;5095;2
15094;10190;62;5095;3
15095;10191;59;5096;2
5095;10192;44;5096;3
15096;10193;60;5097;3
5096;10194;8;5097;2
5097;10195;25;5098;1
15097;10196;11;5098;1
5098;10197;48;5099;3
15098;10198;47;5099;1
15099;10199;57;5100;3
5099;10200;25;5100;3
15100;10201;34;5101;1
5100;10202;44;5101;1
15101;10203;8;5102;1
5101;10204;44;5102;1
5102;10205;24;5103;3
15102;10206;68;5103;2
15103;10207;9;5104;1
5103;10208;4;5104;3
15104;10209;11;5105;3
5104;10210;61;5105;1
15105;10211;17;5106;1
5105;10212;31;5106;3
15106;10213;54;5107;2
5106;10214;21;5107;3
15107;10215;30;5108;1
5107;10216;64;5108;1
15108;10217;34;5109;1
5108;10218;41;5109;2
15109;10219;37;5110;2
5109;10220;24;5110;1
15110;10221;2;5111;2
5110;10222;67;5111;1
15111;10223;9;5112;1
5111;10224;56;5112;3
15112;10225;36;5113;2
5112;10226;25;5113;2
15113;10227;23;5114;1
5113;10228;44;5114;3
15114;10229;1;5115;1
5114;10230;15;5115;1
5115;10231;45;5116;1
15115;10232;65;5116;1
5116;10233;59;5117;3
15116;10234;9;5117;1
5117;10235;52;5118;3
15117;10236;53;5118;2
5118;10237;4;5119;2
15118;10238;44;5119;2
5119;10239;49;5120;2
15119;10240;13;5120;2
5120;10241;31;5121;2
15120;10242;70;5121;2
5121;10243;39;5122;1
15121;10244;29;5122;1
5122;10245;35;5123;3
15122;10246;42;5123;2
5123;10247;53;5124;3
15123;10248;13;5124;3
5124;10249;14;5125;3
15124;10250;42;5125;2
5125;10251;41;5126;3
15125;10252;18;5126;2
5126;10253;69;5127;2
15126;10254;61;5127;3
5127;10255;16;5128;2
15127;10256;60;5128;1
5128;10257;1;5129;2
15128;10258;31;5129;3
5129;10259;32;5130;3
15129;10260;9;5130;3
5130;10261;44;5131;2
15130;10262;29;5131;2
5131;10263;30;5132;2
15131;10264;63;5132;3
5132;10265;69;5133;1
15132;10266;7;5133;2
5133;10267;54;5134;3
15133;10268;46;5134;2
5134;10269;21;5135;2
15134;10270;61;5135;3
5135;10271;52;5136;1
15135;10272;30;5136;1
5136;10273;39;5137;2
15136;10274;35;5137;3
5137;10275;56;5138;3
15137;10276;40;5138;2
5138;10277;18;5139;2
15138;10278;28;5139;1
5139;10279;7;5140;2
15139;10280;3;5140;2
15140;10281;59;5141;2
5140;10282;45;5141;3
15141;10283;59;5142;2
5141;10284;58;5142;3
15142;10285;4;5143;2
5142;10286;11;5143;2
15143;10287;54;5144;2
5143;10288;69;5144;2
15144;10289;28;5145;3
5144;10290;57;5145;1
15145;10291;64;5146;1
5145;10292;3;5146;3
15146;10293;31;5147;3
5146;10294;53;5147;2
5147;10295;1;5148;2
15147;10296;45;5148;3
5148;10297;36;5149;1
15148;10298;64;5149;1
5149;10299;56;5150;3
15149;10300;19;5150;1
5150;10301;31;5151;3
15150;10302;37;5151;1
5151;10303;18;5152;1
15151;10304;12;5152;2
5152;10305;13;5153;2
15152;10306;3;5153;1
5153;10307;44;5154;3
15153;10308;10;5154;3
5154;10309;39;5155;3
15154;10310;43;5155;3
5155;10311;44;5156;2
15155;10312;33;5156;3
5156;10313;31;5157;3
15156;10314;61;5157;3
5157;10315;35;5158;2
15157;10316;30;5158;3
15158;10317;36;5159;3
5158;10318;71;5159;3
15159;10319;44;5160;2
5159;10320;17;5160;1
15160;10321;63;5161;2
5160;10322;68;5161;2
15161;10323;34;5162;1
5161;10324;59;5162;3
15162;10325;47;5163;2
5162;10326;19;5163;2
5163;10327;67;5164;1
15163;10328;26;5164;2
15164;10329;63;5165;2
5164;10330;45;5165;1
15165;10331;67;5166;3
5165;10332;31;5166;1
15166;10333;37;5167;2
5166;10334;32;5167;2
5167;10335;29;5168;3
15167;10336;62;5168;2
15168;10337;69;5169;1
5168;10338;12;5169;3
5169;10339;21;5170;3
15169;10340;22;5170;1
5170;10341;31;5171;3
15170;10342;27;5171;1
5171;10343;62;5172;2
15171;10344;1;5172;1
15172;10345;71;5173;2
5172;10346;49;5173;2
5173;10347;58;5174;3
15173;10348;34;5174;3
15174;10349;57;5175;1
5174;10350;43;5175;1
5175;10351;25;5176;2
15175;10352;26;5176;1
15176;10353;23;5177;3
5176;10354;68;5177;1
5177;10355;59;5178;1
15177;10356;66;5178;2
5178;10357;14;5179;3
15178;10358;68;5179;1
5179;10359;4;5180;1
15179;10360;9;5180;3
15180;10361;59;5181;3
5180;10362;49;5181;3
15181;10363;59;5182;1
5181;10364;51;5182;2
15182;10365;13;5183;1
5182;10366;43;5183;1
5183;10367;20;5184;2
15183;10368;7;5184;1
15184;10369;28;5185;1
5184;10370;58;5185;3
15185;10371;53;5186;3
5185;10372;31;5186;2
5186;10373;27;5187;1
15186;10374;5;5187;3
5187;10375;68;5188;2
15187;10376;48;5188;3
15188;10377;10;5189;1
5188;10378;48;5189;1
15189;10379;42;5190;1
5189;10380;6;5190;2
5190;10381;57;5191;1
15190;10382;7;5191;2
15191;10383;61;5192;2
5191;10384;59;5192;2
15192;10385;30;5193;2
5192;10386;19;5193;2
15193;10387;16;5194;1
5193;10388;15;5194;3
15194;10389;67;5195;3
5194;10390;9;5195;2
15195;10391;43;5196;3
5195;10392;18;5196;3
5196;10393;49;5197;1
15196;10394;35;5197;1
5197;10395;29;5198;2
15197;10396;60;5198;1
5198;10397;56;5199;2
15198;10398;57;5199;2
15199;10399;10;5200;1
5199;10400;18;5200;1
5200;10401;56;5201;1
15200;10402;66;5201;1
5201;10403;53;5202;2
15201;10404;28;5202;3
5202;10405;20;5203;2
15202;10406;62;5203;3
15203;10407;29;5204;2
5203;10408;31;5204;3
15204;10409;8;5205;2
5204;10410;24;5205;3
15205;10411;46;5206;2
5205;10412;58;5206;3
15206;10413;9;5207;2
5206;10414;22;5207;1
15207;10415;45;5208;1
5207;10416;18;5208;1
15208;10417;38;5209;1
5208;10418;5;5209;3
5209;10419;10;5210;3
15209;10420;43;5210;1
5210;10421;60;5211;2
15210;10422;65;5211;2
15211;10423;25;5212;2
5211;10424;14;5212;2
15212;10425;36;5213;1
5212;10426;45;5213;1
15213;10427;59;5214;3
5213;10428;15;5214;1
5214;10429;44;5215;2
15214;10430;58;5215;1
5215;10431;10;5216;2
15215;10432;24;5216;1
15216;10433;50;5217;1
5216;10434;53;5217;1
15217;10435;29;5218;3
5217;10436;66;5218;3
15218;10437;12;5219;2
5218;10438;16;5219;2
15219;10439;66;5220;2
5219;10440;62;5220;1
5220;10441;60;5221;3
15220;10442;39;5221;2
5221;10443;27;5222;2
15221;10444;68;5222;2
15222;10445;66;5223;3
5222;10446;11;5223;1
5223;10447;67;5224;2
15223;10448;60;5224;1
5224;10449;69;5225;1
15224;10450;12;5225;3
15225;10451;66;5226;1
5225;10452;61;5226;1
15226;10453;58;5227;1
5226;10454;62;5227;1
5227;10455;15;5228;1
15227;10456;16;5228;1
15228;10457;17;5229;1
5228;10458;19;5229;2
5229;10459;35;5230;1
15229;10460;53;5230;2
5230;10461;41;5231;2
15230;10462;62;5231;2
5231;10463;60;5232;2
15231;10464;39;5232;3
15232;10465;22;5233;3
5232;10466;60;5233;2
15233;10467;16;5234;1
5233;10468;30;5234;1
5234;10469;58;5235;2
15234;10470;37;5235;1
5235;10471;33;5236;1
15235;10472;36;5236;3
15236;10473;25;5237;2
5236;10474;71;5237;2
15237;10475;1;5238;1
5237;10476;27;5238;3
15238;10477;13;5239;2
5238;10478;58;5239;3
5239;10479;39;5240;1
15239;10480;53;5240;3
5240;10481;31;5241;1
15240;10482;21;5241;2
5241;10483;37;5242;3
15241;10484;63;5242;2
5242;10485;23;5243;1
15242;10486;31;5243;3
5243;10487;22;5244;2
15243;10488;57;5244;3
5244;10489;50;5245;3
15244;10490;53;5245;3
5245;10491;39;5246;2
15245;10492;10;5246;1
5246;10493;67;5247;1
15246;10494;56;5247;3
15247;10495;40;5248;1
5247;10496;43;5248;3
5248;10497;47;5249;2
15248;10498;66;5249;2
15249;10499;30;5250;1
5249;10500;40;5250;3
5250;10501;2;5251;3
15250;10502;18;5251;3
15251;10503;66;5252;3
5251;10504;11;5252;3
15252;10505;16;5253;3
5252;10506;12;5253;3
5253;10507;35;5254;3
15253;10508;65;5254;1
5254;10509;66;5255;3
15254;10510;2;5255;2
5255;10511;71;5256;3
15255;10512;32;5256;3
15256;10513;41;5257;3
5256;10514;20;5257;1
5257;10515;41;5258;3
15257;10516;34;5258;3
5258;10517;62;5259;1
15258;10518;32;5259;2
5259;10519;9;5260;2
15259;10520;68;5260;2
5260;10521;40;5261;3
15260;10522;51;5261;1
5261;10523;19;5262;2
15261;10524;47;5262;3
15262;10525;59;5263;1
5262;10526;26;5263;1
5263;10527;17;5264;3
15263;10528;3;5264;3
5264;10529;30;5265;2
15264;10530;31;5265;1
5265;10531;39;5266;3
15265;10532;69;5266;3
5266;10533;39;5267;1
15266;10534;22;5267;3
15267;10535;60;5268;1
5267;10536;10;5268;2
5268;10537;8;5269;2
15268;10538;54;5269;2
5269;10539;29;5270;2
15269;10540;37;5270;3
15270;10541;3;5271;1
5270;10542;20;5271;2
5271;10543;33;5272;1
15271;10544;8;5272;3
5272;10545;62;5273;1
15272;10546;19;5273;2
5273;10547;32;5274;3
15273;10548;39;5274;1
5274;10549;38;5275;3
15274;10550;31;5275;2
5275;10551;14;5276;3
15275;10552;28;5276;2
5276;10553;23;5277;2
15276;10554;39;5277;3
5277;10555;53;5278;1
15277;10556;7;5278;3
5278;10557;47;5279;2
15278;10558;43;5279;2
15279;10559;11;5280;2
5279;10560;67;5280;2
15280;10561;59;5281;2
5280;10562;36;5281;1
